,N,p,k,I,f,dt,om_max,life
100,5000,25.0,3.0,0.75,0.13,0.1,0.08,2.100420084016804
101,5000,25.0,3.0,0.75,0.1375,0.1,0.08,1.6003200640128057
102,5000,25.0,3.0,0.75,0.14500000000000002,0.1,0.0,0.0
103,5000,25.0,3.0,0.75,0.1525,0.1,0.0,0.0
104,5000,25.0,3.0,0.75,0.16,0.1,0.0,0.0
105,5000,25.0,3.0,1.0,0.01,0.1,0.0,0.0
106,5000,25.0,3.0,1.0,0.0175,0.1,0.0,0.0
107,5000,25.0,3.0,1.0,0.025,0.1,0.0,0.0
108,5000,25.0,3.0,1.0,0.0325,0.1,0.0,0.0
109,5000,25.0,3.0,1.0,0.04,0.1,0.02666666666666667,29.60592118423685
110,5000,25.0,3.0,1.0,0.0475,0.1,0.02666666666666667,64.4128825765153
111,5000,25.0,3.0,1.0,0.055,0.1,0.02666666666666667,91.51830366073216
112,5000,25.0,3.0,1.0,0.0625,0.1,0.05333333333333334,106.22124424884976
113,5000,25.0,3.0,1.0,0.06999999999999999,0.1,0.05333333333333334,121.42428485697138
114,5000,25.0,3.0,1.0,0.0775,0.1,0.05333333333333334,144.02880576115223
115,5000,25.0,3.0,1.0,0.08499999999999999,0.1,0.05333333333333334,160.83216643328666
116,5000,25.0,3.0,1.0,0.09249999999999999,0.1,0.05333333333333334,156.83136627325462
117,5000,25.0,3.0,1.0,0.09999999999999999,0.1,0.08,184.4368873774755
118,5000,25.0,3.0,1.0,0.1075,0.1,0.08,188.83776755351073
119,5000,25.0,3.0,1.0,0.11499999999999999,0.1,0.08,41.108221644328864
120,5000,25.0,3.0,1.0,0.12249999999999998,0.1,0.05333333333333334,8.001600320064
121,5000,25.0,3.0,1.0,0.13,0.1,0.05333333333333334,2.100420084016804
122,5000,25.0,3.0,1.0,0.1375,0.1,0.02666666666666667,1.1002200440088075
123,5000,25.0,3.0,1.0,0.14500000000000002,0.1,0.0,0.0
124,5000,25.0,3.0,1.0,0.1525,0.1,0.0,0.0
125,5000,25.0,3.0,1.0,0.16,0.1,0.0,0.0
