,N,p,k,I,f,dt,om_max,life
105,5000,24.0,3.0,0.5,0.1,0.1,0.08,303.030303030303
106,5000,24.0,3.0,0.75,0.1,0.1,0.08,252.52525252525254
107,5000,24.0,3.0,1.0,0.1,0.1,0.08,156.56565656565658
108,5000,25.0,3.0,0.5,0.1,0.1,0.08,303.030303030303
109,5000,25.0,3.0,0.75,0.1,0.1,0.08,282.8282828282828
110,5000,25.0,3.0,1.0,0.1,0.1,0.08,171.7171717171717
111,5000,26.0,3.0,0.5,0.1,0.1,0.08,348.4848484848485
112,5000,26.0,3.0,0.75,0.1,0.1,0.08,287.8787878787879
113,5000,26.0,3.0,1.0,0.1,0.1,0.08,217.17171717171715
114,5000,27.0,3.0,0.5,0.1,0.1,0.08,368.6868686868686
115,5000,27.0,3.0,0.75,0.1,0.1,0.08,318.18181818181824
116,5000,27.0,3.0,1.0,0.1,0.1,0.08,227.27272727272725
117,5000,28.0,3.0,0.5,0.1,0.1,0.08,424.24242424242425
118,5000,28.0,3.0,0.75,0.1,0.1,0.08,373.7373737373737
119,5000,28.0,3.0,1.0,0.1,0.1,0.08,242.42424242424238
120,5000,29.0,3.0,0.5,0.1,0.1,0.08,429.29292929292933
121,5000,29.0,3.0,0.75,0.1,0.1,0.08,378.78787878787875
122,5000,29.0,3.0,1.0,0.1,0.1,0.08,267.67676767676767
123,5000,30.0,3.0,0.5,0.1,0.1,0.08,449.4949494949494
124,5000,30.0,3.0,0.75,0.1,0.1,0.08,404.04040404040404
125,5000,30.0,3.0,1.0,0.1,0.1,0.08,282.8282828282828
