,N,p,k,I,f,om_max,life,dt
275,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
276,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
277,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
278,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
279,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
280,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
281,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
282,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
283,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
284,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
285,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
286,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
287,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
288,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
289,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
290,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
291,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
292,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
293,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
294,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
295,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
296,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
297,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
298,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
299,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
300,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
301,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
302,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
303,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
304,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
305,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
306,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
307,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
308,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
309,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
310,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
311,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
312,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
313,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
314,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
315,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
316,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
317,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
318,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
319,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
320,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
321,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
322,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
323,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
324,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
325,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
326,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
327,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
328,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
329,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
330,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
331,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
332,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
333,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
334,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
335,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
336,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
337,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
338,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
339,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
340,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
341,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
342,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
343,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
344,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
345,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
346,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
347,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
348,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
349,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
350,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
351,1000,10.0,3.0,0.3,0.1,0.0,0.0,0.1
