,N,p,k,I,f,dt,om_max,life
77,5000,14.0,3.0,1.0,0.1,0.1,0.0247602136868441,9.863875489601863
78,5000,15.0,3.0,0.5,0.1,0.1,0.021364442280092266,46.57476703387177
79,5000,15.0,3.0,0.75,0.1,0.1,0.01166125415574365,14.822725856159716
80,5000,15.0,3.0,1.0,0.1,0.1,0.01914854215512676,10.411882892973885
81,5000,16.0,3.0,0.5,0.1,0.1,0.023721074890050705,58.0600101169093
82,5000,16.0,3.0,0.75,0.1,0.1,0.03037954355593031,15.20085579051077
83,5000,16.0,3.0,1.0,0.1,0.1,0.014892290053255847,14.642374063312065
84,5000,17.0,3.0,0.5,0.1,0.1,0.02518492213667342,69.35046650498938
85,5000,17.0,3.0,0.75,0.1,0.1,0.009574271077563383,25.267825178347294
86,5000,17.0,3.0,1.0,0.1,0.1,0.013796409282523809,10.559315121417075
87,5000,18.0,3.0,0.5,0.1,0.1,0.04631905164675271,55.82793511710511
88,5000,18.0,3.0,0.75,0.1,0.1,0.007881701093115123,23.179779151205736
89,5000,18.0,3.0,1.0,0.1,0.1,0.014242222758084816,21.16661420895067
90,5000,19.0,3.0,0.5,0.1,0.1,0.01657169913199042,54.15706479018512
91,5000,19.0,3.0,0.75,0.1,0.1,0.005056498968474317,20.31291304502549
92,5000,19.0,3.0,1.0,0.1,0.1,0.010588730430094636,21.393632866971327
93,5000,20.0,3.0,0.5,0.1,0.1,0.020606339124677436,71.50435698607774
94,5000,20.0,3.0,0.75,0.1,0.1,0.008929437187463073,33.215238439153005
95,5000,20.0,3.0,1.0,0.1,0.1,0.01869816066144507,23.65325311776498
96,5000,21.0,3.0,0.5,0.1,0.1,0.012975793313752043,50.91280152252332
97,5000,21.0,3.0,0.75,0.1,0.1,0.0063514493693100525,37.251851854065116
98,5000,21.0,3.0,1.0,0.1,0.1,0.008833476270999034,27.867200306316207
99,5000,22.0,3.0,0.5,0.1,0.1,0.01815860260275687,67.1213831313233
100,5000,22.0,3.0,0.75,0.1,0.1,0.006990252954195316,40.52283481318467
101,5000,22.0,3.0,1.0,0.1,0.1,0.006963106238227912,29.558140218613108
102,5000,23.0,3.0,0.5,0.1,0.1,0.02370909555679449,101.03185983886955
103,5000,23.0,3.0,0.75,0.1,0.1,0.00944481579780916,51.0974970102788
