,N,p,k,I,f,dt,om_max,life
104,5000,23.0,3.0,1.0,0.1,0.1,0.08,146.92938587717543
105,5000,24.0,3.0,0.5,0.1,0.1,0.08,301.4602920584117
106,5000,24.0,3.0,0.75,0.1,0.1,0.08,254.1508301660332
107,5000,24.0,3.0,1.0,0.1,0.1,0.08,160.83216643328666
108,5000,25.0,3.0,0.5,0.1,0.1,0.08,305.3610722144429
109,5000,25.0,3.0,0.75,0.1,0.1,0.08,280.65613122624524
110,5000,25.0,3.0,1.0,0.1,0.1,0.08,173.83476695339067
111,5000,26.0,3.0,0.5,0.1,0.1,0.08,343.66873374674935
112,5000,26.0,3.0,0.75,0.1,0.1,0.08,287.8575715143029
113,5000,26.0,3.0,1.0,0.1,0.1,0.08,218.34366873374677
114,5000,27.0,3.0,0.5,0.1,0.1,0.08,371.4742948589718
115,5000,27.0,3.0,0.75,0.1,0.1,0.08,318.263652730546
116,5000,27.0,3.0,1.0,0.1,0.1,0.08,224.94498899779956
117,5000,28.0,3.0,0.5,0.1,0.1,0.08,421.3842768553711
118,5000,28.0,3.0,0.75,0.1,0.1,0.08,375.4750950190038
119,5000,28.0,3.0,1.0,0.1,0.1,0.08,242.6485297059412
120,5000,29.0,3.0,0.5,0.1,0.1,0.08,423.6847369473894
121,5000,29.0,3.0,0.75,0.1,0.1,0.08,380.6761352270454
122,5000,29.0,3.0,1.0,0.1,0.1,0.08,269.0538107621524
123,5000,30.0,3.0,0.5,0.1,0.1,0.08,449.1898379675936
124,5000,30.0,3.0,0.75,0.1,0.1,0.08,402.5805161032206
125,5000,30.0,3.0,1.0,0.1,0.1,0.08,284.45689137827566
